dataset_id,dataset_id_for_rui,organ,rui_location_annotations_json,rui_location_annotations_Lu,list_of_colliding_AS
HBM694.QMLR.738,HBM694.QMLR.738,VHFLeftKidneyV1.1,http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_renal_pyramid_L_f
HBM694.QMLR.738,HBM694.QMLR.738,VHFLeftKidneyV1.1,http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_renal_pyramid_L_f
HBM694.TNFF.778,HBM694.TNFF.778,VHFRightKidneyV1.1,http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227|http://purl.obolibrary.org/obo/UBERON_0001224|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0001284,VH_F_renal_column_R
HBM694.TNFF.778,HBM694.TNFF.778,VHFRightKidneyV1.1,http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227|http://purl.obolibrary.org/obo/UBERON_0001224|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0001284,VH_F_renal_column_R
HBM695.CKJX.997,HBM695.CKJX.997,VHFLeftKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0001228|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227,http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_renal_pyramid_L_j|VH_F_renal_column_L
HBM695.CKJX.997,HBM695.CKJX.997,VHFLeftKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0001228|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227,http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_renal_pyramid_L_j|VH_F_renal_column_L
HBM695.LDLJ.975,HBM695.LDLJ.975,VHFHeartV1.1,http://purl.obolibrary.org/obo/UBERON_0002084,,
HBM695.LDLJ.975,HBM695.LDLJ.975,VHFHeartV1.1,http://purl.obolibrary.org/obo/UBERON_0002084,,
HBM695.VNZJ.522,HBM695.VNZJ.522,VHMLung,http://purl.obolibrary.org/obo/UBERON_0002048|http://purl.obolibrary.org/obo/UBERON_0002167|http://purl.obolibrary.org/obo/UBERON_0002174|http://purl.org/sig/ont/fma/fma7360,http://purl.org/sig/ont/fma/fma7360,VH_M_right_medial_bronchopulmonary_segment
HBM695.XTNF.836,HBM695.XTNF.836,VHFLeftKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0001228|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227,http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_outer_cortex_of_kidney_L|VH_F_renal_column_L|VH_F_renal_pyramid_L_k
HBM695.XTNF.836,HBM695.XTNF.836,VHFLeftKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0001228|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227,http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_outer_cortex_of_kidney_L|VH_F_renal_column_L|VH_F_renal_pyramid_L_k
HBM696.JXRB.423,HBM696.JXRB.423,VHMSkinV1.1,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/UBERON_0002097,VH_M_skin
HBM697.XSHN.426,HBM697.XSHN.426,VHMLung,http://purl.obolibrary.org/obo/UBERON_0002048|http://purl.obolibrary.org/obo/UBERON_0002167|http://purl.obolibrary.org/obo/UBERON_0002174|http://purl.org/sig/ont/fma/fma7360|http://purl.obolibrary.org/obo/UBERON_0002185|http://purl.obolibrary.org/obo/UBERON_0002184|http://purl.org/sig/ont/fma/fma7361,http://purl.org/sig/ont/fma/fma7360,VH_M_right_medial_bronchopulmonary_segment
HBM699.NGDQ.539,HBM699.NGDQ.539,VHMRightKidney,http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0001223|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0002189,VH_M_outer_cortex_of_kidney_R
HBM699.NGDQ.539,HBM699.NGDQ.539,VHMRightKidney,http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0001223|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0002189,VH_M_outer_cortex_of_kidney_R
HBM722.TLKZ.444,HBM722.TLKZ.444,VHMLung,http://purl.obolibrary.org/obo/UBERON_0002048|http://purl.org/sig/ont/fma/fma62649|http://purl.obolibrary.org/obo/UBERON_0002168|http://purl.obolibrary.org/obo/UBERON_0008952|http://purl.org/sig/ont/fma/fma7374,http://purl.org/sig/ont/fma/fma7373|http://purl.org/sig/ont/fma/fma7374,VH_M_left_lingula_superior_bronchopulmonary_segment|VH_M_left_anterior_bronchopulmonary_segment
HBM723.QMLJ.829,HBM723.QMLJ.829,VHFRightKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0001228|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227|http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_renal_pyramid_R_a|VH_F_renal_column_R
HBM723.QMLJ.829,HBM723.QMLJ.829,VHFRightKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0001228|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227|http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_renal_pyramid_R_a|VH_F_renal_column_R
HBM724.RVJD.893,HBM724.RVJD.893,VHMLung,http://purl.obolibrary.org/obo/UBERON_0002048|http://purl.obolibrary.org/obo/UBERON_0002167|http://purl.obolibrary.org/obo/UBERON_0002170|http://purl.org/sig/ont/fma/fma7359,http://purl.org/sig/ont/fma/fma7359,VH_M_right_anterior_bronchopulmonary_segment
HBM724.WBBC.362,HBM724.WBBC.362,VHMLung,http://purl.obolibrary.org/obo/UBERON_0002048|http://purl.obolibrary.org/obo/UBERON_0002167|http://purl.obolibrary.org/obo/UBERON_0002174|http://purl.org/sig/ont/fma/fma7360|http://purl.obolibrary.org/obo/UBERON_0002185|http://purl.obolibrary.org/obo/UBERON_0002184|http://purl.org/sig/ont/fma/fma7361,http://purl.org/sig/ont/fma/fma7360,VH_M_right_medial_bronchopulmonary_segment
HBM725.BRBB.566,HBM725.BRBB.566,VHMRightKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/UBERON_0002189,VH_M_outer_cortex_of_kidney_R
HBM725.BRBB.566,HBM725.BRBB.566,VHMRightKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/UBERON_0002189,VH_M_outer_cortex_of_kidney_R
HBM725.NLKP.539,HBM725.NLKP.539,VHMLung,http://purl.obolibrary.org/obo/UBERON_0002048|http://purl.obolibrary.org/obo/UBERON_0002167|http://purl.obolibrary.org/obo/UBERON_0002174|http://purl.org/sig/ont/fma/fma7360|http://purl.obolibrary.org/obo/UBERON_0002185|http://purl.obolibrary.org/obo/UBERON_0002184|http://purl.org/sig/ont/fma/fma7361|http://purl.org/sig/ont/fma/fma7419|http://purl.obolibrary.org/obo/UBERON_0002171|http://purl.org/sig/ont/fma/fma7364|http://purl.org/sig/ont/fma/fma7363|http://purl.org/sig/ont/fma/fma7362|http://purl.org/sig/ont/fma/fma7366|http://purl.obolibrary.org/obo/UBERON_0002170|http://purl.org/sig/ont/fma/fma7359,http://purl.org/sig/ont/fma/fma7361,VH_M_right_lateral_bronchopulmonary_segment
HBM725.RHWH.487,HBM725.RHWH.487,VHMHeart,http://purl.obolibrary.org/obo/UBERON_0002494|http://purl.org/sig/ont/fma/fma7264|http://purl.obolibrary.org/obo/UBERON_0002080|http://purl.obolibrary.org/obo/UBERON_0002094|http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/UBERON_0002080,VH_M_heart_right_ventricle
HBM726.PCFS.696,HBM726.PCFS.696,VHMLung,http://purl.obolibrary.org/obo/UBERON_0002048|http://purl.obolibrary.org/obo/UBERON_0002168|http://purl.obolibrary.org/obo/UBERON_0008952|http://purl.org/sig/ont/fma/fma7373,http://purl.org/sig/ont/fma/fma7373,VH_M_left_anterior_bronchopulmonary_segment
HBM727.DMKG.675,HBM727.DMKG.675,VHFSmallIntestine,,,
HBM727.DMKG.675,HBM727.DMKG.675,VHFSmallIntestine,,,
HBM727.FSWS.736,HBM727.FSWS.736,VHMRightKidney,http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0001223|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002189,VH_M_outer_cortex_of_kidney_R
HBM727.FSWS.736,HBM727.FSWS.736,VHMRightKidney,http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0001223|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002189,VH_M_outer_cortex_of_kidney_R
HBM727.SCWK.547,HBM727.SCWK.547,VHMLeftKidney,http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227|http://purl.obolibrary.org/obo/UBERON_0001224|http://purl.obolibrary.org/obo/UBERON_0001228|http://purl.obolibrary.org/obo/UBERON_0001226|http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0008716|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/UBERON_0001228|http://purl.obolibrary.org/obo/UBERON_0004200,VH_M_renal_papilla_L_h|VH_M_renal_pyramid_L_h
HBM727.SCWK.547,HBM727.SCWK.547,VHMLeftKidney,http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227|http://purl.obolibrary.org/obo/UBERON_0001224|http://purl.obolibrary.org/obo/UBERON_0001228|http://purl.obolibrary.org/obo/UBERON_0001226|http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0008716|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/UBERON_0001228|http://purl.obolibrary.org/obo/UBERON_0004200,VH_M_renal_papilla_L_h|VH_M_renal_pyramid_L_h
HBM729.HSHS.983,HBM729.HSHS.983,VHMLeftKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0004200,VH_M_renal_pyramid_L_a|VH_M_outer_cortex_of_kidney_L
HBM729.HSHS.983,HBM729.HSHS.983,VHMLeftKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0004200,VH_M_renal_pyramid_L_a|VH_M_outer_cortex_of_kidney_L
HBM729.KJWJ.742,HBM729.KJWJ.742,VHFRightKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0001228|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227|http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_renal_pyramid_R_a|VH_F_renal_column_R
HBM729.KJWJ.742,HBM729.KJWJ.742,VHFRightKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0001228|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227|http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_renal_pyramid_R_a|VH_F_renal_column_R
HBM729.TFXC.825,HBM729.TFXC.825,VHMLeftKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0004200,VH_M_renal_pyramid_L_a|VH_M_outer_cortex_of_kidney_L
HBM729.TFXC.825,HBM729.TFXC.825,VHMLeftKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0004200,VH_M_renal_pyramid_L_a|VH_M_outer_cortex_of_kidney_L
HBM729.XTBN.693,HBM729.XTBN.693,VHMColon,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/UBERON_0001156|http://purl.obolibrary.org/obo/UBERON_0001153,VH_M_ascending_colon|VH_M_caecum
HBM729.XTBN.693,HBM729.XTBN.693,VHMColon,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/UBERON_0001156|http://purl.obolibrary.org/obo/UBERON_0001153,VH_M_ascending_colon|VH_M_caecum
HBM732.FZVZ.656,HBM732.FZVZ.656,VHMSkin,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/UBERON_0002097,VH_M_skin
HBM733.GBWP.269,HBM733.GBWP.269,VHMLeftKidney,http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227|http://purl.obolibrary.org/obo/UBERON_0001224,,
HBM733.GBWP.269,HBM733.GBWP.269,VHMLeftKidney,http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227|http://purl.obolibrary.org/obo/UBERON_0001224,,
HBM734.DSQM.939,HBM734.DSQM.939,VHMRightKidney,http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0004200,VH_M_renal_pyramid_a
HBM734.DSQM.939,HBM734.DSQM.939,VHMRightKidney,http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0004200,VH_M_renal_pyramid_a
HBM734.NTJP.672,HBM734.NTJP.672,VHMLeftUreter,http://purl.obolibrary.org/obo/UBERON_0001223,http://purl.obolibrary.org/obo/UBERON_0001223,VH_M_ureter_L
HBM734.NTJP.672,HBM734.NTJP.672,VHMLeftUreter,http://purl.obolibrary.org/obo/UBERON_0001223,http://purl.obolibrary.org/obo/UBERON_0001223,VH_M_ureter_L
HBM735.LWRH.779,HBM735.LWRH.779,VHMLung,http://purl.obolibrary.org/obo/UBERON_0002048|http://purl.obolibrary.org/obo/UBERON_0002167|http://purl.obolibrary.org/obo/UBERON_0002174|http://purl.org/sig/ont/fma/fma7360|http://purl.obolibrary.org/obo/UBERON_0002185|http://purl.obolibrary.org/obo/UBERON_0002184|http://purl.org/sig/ont/fma/fma7361|http://purl.org/sig/ont/fma/fma62649|http://purl.obolibrary.org/obo/UBERON_0002171|http://purl.org/sig/ont/fma/fma7364,http://purl.org/sig/ont/fma/fma7360,VH_M_right_medial_bronchopulmonary_segment
HBM737.WSXM.893,HBM737.WSXM.893,VHMHeart,http://purl.obolibrary.org/obo/UBERON_0002135|http://purl.obolibrary.org/obo/UBERON_0002494|http://purl.obolibrary.org/obo/UBERON_0002079|http://purl.obolibrary.org/obo/UBERON_0002080|http://purl.obolibrary.org/obo/UBERON_0002094|http://purl.obolibrary.org/obo/UBERON_0002084|http://purl.org/sig/ont/fma/fma72655,http://purl.obolibrary.org/obo/UBERON_0002084,VH_M_heart_left_ventricle
HBM739.HCWP.359,HBM739.HCWP.359,VHMColon,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/UBERON_0001052|http://purl.obolibrary.org/obo/UBERON_0001159,VH_M_rectum|VH_M_sigmoid_colon
HBM739.HCWP.359,HBM739.HCWP.359,VHMColon,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/UBERON_0001052|http://purl.obolibrary.org/obo/UBERON_0001159,VH_M_rectum|VH_M_sigmoid_colon
HBM742.GTJJ.334,HBM742.GTJJ.334,VHFRightKidneyV1.1,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/UBERON_0002189,VH_F_outer_cortex_of_kidney_R
HBM742.GTJJ.334,HBM742.GTJJ.334,VHFRightKidneyV1.1,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/UBERON_0002189,VH_F_outer_cortex_of_kidney_R
HBM742.NHHQ.357,HBM742.NHHQ.357,VHMColon,http://purl.obolibrary.org/obo/UBERON_0001158|http://purl.obolibrary.org/obo/UBERON_0001157|http://purl.obolibrary.org/obo/UBERON_0001156|http://purl.obolibrary.org/obo/UBERON_0022277,http://purl.obolibrary.org/obo/UBERON_0001157,VH_M_transverse_colon
HBM742.NHHQ.357,HBM742.NHHQ.357,VHMColon,http://purl.obolibrary.org/obo/UBERON_0001158|http://purl.obolibrary.org/obo/UBERON_0001157|http://purl.obolibrary.org/obo/UBERON_0001156|http://purl.obolibrary.org/obo/UBERON_0022277,http://purl.obolibrary.org/obo/UBERON_0001157,VH_M_transverse_colon
HBM744.MBPT.666,HBM744.MBPT.666,VHFLeftKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0001228|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227,http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_outer_cortex_of_kidney_L|VH_F_renal_column_L|VH_F_renal_pyramid_L_k
HBM744.MBPT.666,HBM744.MBPT.666,VHFLeftKidney,http://purl.obolibrary.org/obo/UBERON_0002015|http://purl.obolibrary.org/obo/UBERON_0001225|http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0001228|http://purl.obolibrary.org/obo/UBERON_0004200|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0006517|http://purl.obolibrary.org/obo/UBERON_0001227,http://purl.obolibrary.org/obo/UBERON_0002189|http://purl.obolibrary.org/obo/UBERON_0001284|http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_outer_cortex_of_kidney_L|VH_F_renal_column_L|VH_F_renal_pyramid_L_k
HBM746.VTDZ.959,HBM746.VTDZ.959,VHMSkin,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/UBERON_0002097,VH_M_skin
HBM746.WTMD.298,HBM746.WTMD.298,VHMLung,http://purl.obolibrary.org/obo/UBERON_0002048|http://purl.obolibrary.org/obo/UBERON_0002167|http://purl.obolibrary.org/obo/UBERON_0002174|http://purl.org/sig/ont/fma/fma7360|http://purl.obolibrary.org/obo/UBERON_0002185|http://purl.obolibrary.org/obo/UBERON_0002184|http://purl.org/sig/ont/fma/fma7361|http://purl.org/sig/ont/fma/fma62649|http://purl.obolibrary.org/obo/UBERON_0002171|http://purl.org/sig/ont/fma/fma7364|http://purl.org/sig/ont/fma/fma7402|http://purl.org/sig/ont/fma/fma7403|http://purl.org/sig/ont/fma/fma7365|http://purl.obolibrary.org/obo/UBERON_0002170|http://purl.org/sig/ont/fma/fma7359,http://purl.org/sig/ont/fma/fma7361|http://purl.org/sig/ont/fma/fma7360,VH_M_right_lateral_bronchopulmonary_segment|VH_M_right_medial_bronchopulmonary_segment
HBM747.SPWK.779,HBM747.SPWK.779,VHMSkin,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/UBERON_0002097,VH_M_skin
HBM747.WJZS.473,HBM747.WJZS.473,VHMLung,http://purl.obolibrary.org/obo/UBERON_0002048|http://purl.obolibrary.org/obo/UBERON_0002168|http://purl.obolibrary.org/obo/UBERON_0008952|http://purl.org/sig/ont/fma/fma7385,http://purl.org/sig/ont/fma/fma7385|http://purl.org/sig/ont/fma/fma7386,VH_M_left_apical_bronchopulmonary_segment|VH_M_left_posterior_bronchopulmonary_segment
HBM754.ZCMB.447,HBM754.ZCMB.447,VHMLung,http://purl.obolibrary.org/obo/UBERON_0002048|http://purl.obolibrary.org/obo/UBERON_0002168|http://purl.obolibrary.org/obo/UBERON_0008952|http://purl.org/sig/ont/fma/fma62649|http://purl.obolibrary.org/obo/UBERON_0002185|http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.org/sig/ont/fma/fma7426|http://purl.org/sig/ont/fma/fma62649|http://purl.org/sig/ont/fma/fma7373|http://purl.org/sig/ont/fma/fma7386,VH_M_bronchial_cartilage|VH_M_left_posterior_bronchopulmonary_segment|VH_M_left_anterior_bronchopulmonary_segment|VH_M_left_apical_bronchus
HBM756.GKKR.272,HBM756.GKKR.272,VHFRightKidneyV1.1,http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_renal_pyramid_R_f
HBM756.GKKR.272,HBM756.GKKR.272,VHFRightKidneyV1.1,http://purl.obolibrary.org/obo/UBERON_0000362|http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_renal_pyramid_R_f
