tissue blocks with rui without ct: tissue block id,organ,collided AS
HBM363.KHLF.497,,
HBM568.JNZB.938,,
HBM365.LNPG.969,,
HBM743.BZVB.466,,
HBM724.ZQKX.379,,
HBM296.RWBN.476,,
HBM875.RVTT.868,,
HBM863.FZKT.367,,
HBM652.VRLD.292,,
HBM924.ZPQN.563,,
HBM473.VKCM.878,,
HBM936.XMNF.773,,
HBM275.JLDD.367,,
HBM247.KQXN.358,,
HBM845.XGSX.364,,
HBM578.GHNR.755,,
HBM794.JCHR.674,,
HBM326.ZQWP.629,,
HBM446.HQRF.573,,
HBM399.LMLR.539,,
HBM432.KLVR.258,,
HBM557.SSSH.298,,
HBM867.KTVV.927,,
HBM776.PKJF.786,,
HBM649.SRZW.542,,
HBM235.RSCR.278,,
HBM577.LSTQ.626,,
HBM775.KDDL.468,,
HBM894.MPVN.828,,
HBM939.GHBT.939,,
HBM969.HPBJ.369,,
HBM459.PPCQ.388,,
HBM244.WWKJ.475,,
HBM555.LQJW.397,,
HBM342.BQPD.849,,
HBM269.XSXP.962,,
HBM368.ZXKL.785,,
HBM258.DDTW.423,,
HBM229.NKWB.488,,
HBM989.ZFVH.366,,
HBM288.QGDM.696,,
HBM347.DKWD.579,,
HBM477.CJKM.888,,
HBM358.HXGR.276,,
HBM635.JSBK.626,,
HBM474.BBPW.665,,
HBM853.QPTX.552,,
HBM734.MCNP.326,,
HBM379.WHSK.294,,
HBM543.NGQC.475,,
HBM223.KDVZ.277,,
HBM457.NNQN.252,,
HBM785.HGPQ.223,,
HBM874.QHNS.972,,
HBM536.BHKD.628,,
HBM976.HCCV.642,,
HBM789.XWDB.222,,
HBM488.XJKW.383,,
HBM382.KGWK.435,,
HBM978.CQCD.687,,
HBM658.NKSZ.578,,
HBM654.KBMC.352,,
HBM536.CCHF.977,,
HBM588.GSHN.453,,
HBM438.RKKD.789,,
HBM696.XTVL.498,,
HBM625.HGTW.664,,
HBM823.KKKP.894,,
HBM765.FBFZ.845,,
HBM668.NQKV.963,,
HBM279.ZBSM.472,,
HBM892.RFCC.476,,
HBM622.DQNP.599,,
HBM498.GTFD.948,,
HBM242.XXTB.333,,
HBM294.RZFN.624,,
HBM372.BQSR.778,,
HBM338.MNSC.953,,
HBM255.SRPR.985,,
HBM878.HDGF.983,,
HBM636.XRCL.997,,
HBM655.MKZV.728,,
HBM974.NDXT.675,,
HBM646.FSBQ.966,,
HBM769.QPWZ.976,,
HBM657.MNWD.445,,
HBM288.MHXG.854,,
HBM489.LMMT.845,,
HBM289.BWJW.663,,
HBM968.NFDC.888,,
HBM239.CBWR.263,,
HBM825.KBPF.658,,
HBM536.BQGV.594,,
HBM772.TKGJ.794,,
HBM922.CBTS.647,,
HBM756.LVDR.338,,
HBM499.BDFZ.785,,
HBM936.THPV.749,,
HBM562.NTMH.548,,
HBM587.TZGJ.448,,
HBM723.WNVK.528,,
HBM682.PRLT.374,,
HBM662.LCNF.582,,
HBM534.KCDB.944,,
HBM469.PLNV.544,,
HBM354.VCFV.796,,
HBM258.HQGM.626,,
HBM284.LKZT.268,,
HBM899.HDCG.596,,
HBM886.HXFS.654,,
HBM346.ZDRW.475,,
HBM722.FRFS.774,,
HBM897.MZNC.757,,
HBM458.FPRQ.298,,
HBM465.VKHL.532,,
HBM784.GSBZ.598,,
HBM535.CKQS.877,,
HBM666.VKDJ.428,,
HBM742.FKCG.594,,
HBM895.DMHZ.834,,
HBM529.QBXG.247,,
HBM352.TGQX.793,,
HBM373.WHJW.659,,
HBM499.GTSX.965,,
HBM479.CHXG.876,,
HBM542.QBSZ.343,,
HBM395.SXCZ.834,,
HBM297.KXMS.689,,
HBM573.VPZH.456,,
HBM353.HDWB.922,,
HBM688.DQGM.882,,
HBM748.WTHS.663,,
HBM442.JGVQ.472,,
HBM782.HMDP.445,,
HBM526.ZWKZ.578,,
HBM386.CMDS.872,,
HBM748.ZDKH.494,,
HBM957.MCFG.236,,
HBM463.KRJL.858,,
HBM428.SLLW.585,,
HBM769.GQBZ.382,,
HBM944.KDNK.782,,
HBM427.JWVV.723,,
HBM768.VJJG.336,,
HBM623.SWRP.833,,
HBM759.NFNZ.647,,
HBM395.SKTC.472,,
HBM764.FQJK.692,,
HBM977.QHXW.349,,
HBM536.LDTZ.757,,
HBM797.VZJD.683,,
HBM629.PPWR.872,,
HBM655.RKDX.442,,
HBM665.ZHCG.473,,
