dataset_name,donor_id,tissue,tissue_ontology_term_id,cell_type,cell_type_ontology_id,sex,development_stage,race,count
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,native cell,CL:0000003,female,seventh decade human stage,European,39
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,fibroblast,CL:0000057,female,seventh decade human stage,European,118
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,endothelial cell,CL:0000115,female,seventh decade human stage,European,36
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,smooth muscle cell,CL:0000192,female,seventh decade human stage,European,28
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,macrophage,CL:0000235,female,seventh decade human stage,European,6
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,dendritic cell,CL:0000451,female,seventh decade human stage,European,1
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,natural killer cell,CL:0000623,female,seventh decade human stage,European,3
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,pericyte,CL:0000669,female,seventh decade human stage,European,23
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,female,seventh decade human stage,European,1
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,"activated CD4-positive, alpha-beta T cell",CL:0000896,female,seventh decade human stage,European,3
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,female,seventh decade human stage,European,3
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,CD14-positive monocyte,CL:0001054,female,seventh decade human stage,European,2
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,regular atrial cardiac myocyte,CL:0002129,female,seventh decade human stage,European,58
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,capillary endothelial cell,CL:0002144,female,seventh decade human stage,European,29
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,neural cell,CL:0002319,female,seventh decade human stage,European,5
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,vein endothelial cell,CL:0002543,female,seventh decade human stage,European,54
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,epicardial adipocyte,CL:1000309,female,seventh decade human stage,European,3
All — Cells of the adult human heart,D11,right cardiac atrium,UBERON:0002078,endothelial cell of artery,CL:1000413,female,seventh decade human stage,European,81
