dataset_name,donor_id,tissue,tissue_ontology_term_id,cell_type,cell_type_ontology_id,sex,development_stage,race,count
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,native cell,CL:0000003,male,eighth decade human stage,European,468
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,fibroblast,CL:0000057,male,eighth decade human stage,European,185
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,mesothelial cell,CL:0000077,male,eighth decade human stage,European,5
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,endothelial cell,CL:0000115,male,eighth decade human stage,European,317
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,smooth muscle cell,CL:0000192,male,eighth decade human stage,European,548
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,macrophage,CL:0000235,male,eighth decade human stage,European,192
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,B cell,CL:0000236,male,eighth decade human stage,European,26
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,dendritic cell,CL:0000451,male,eighth decade human stage,European,9
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,monocyte,CL:0000576,male,eighth decade human stage,European,94
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,natural killer cell,CL:0000623,male,eighth decade human stage,European,123
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,pericyte,CL:0000669,male,eighth decade human stage,European,1195
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,male,eighth decade human stage,European,236
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,mature NK T cell,CL:0000814,male,eighth decade human stage,European,112
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,"activated CD4-positive, alpha-beta T cell",CL:0000896,male,eighth decade human stage,European,115
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,"activated CD8-positive, alpha-beta T cell",CL:0000906,male,eighth decade human stage,European,35
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,male,eighth decade human stage,European,323
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,CD14-positive monocyte,CL:0001054,male,eighth decade human stage,European,57
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,regular ventricular cardiac myocyte,CL:0002131,male,eighth decade human stage,European,901
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,endothelial cell of lymphatic vessel,CL:0002138,male,eighth decade human stage,European,23
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,capillary endothelial cell,CL:0002144,male,eighth decade human stage,European,4704
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,neural cell,CL:0002319,male,eighth decade human stage,European,44
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,"CD14-positive, CD16-positive monocyte",CL:0002397,male,eighth decade human stage,European,41
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,vein endothelial cell,CL:0002543,male,eighth decade human stage,European,250
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,epicardial adipocyte,CL:1000309,male,eighth decade human stage,European,1
All — Cells of the adult human heart,D6,heart left ventricle,UBERON:0002084,endothelial cell of artery,CL:1000413,male,eighth decade human stage,European,2487
