dataset_name,donor_id,tissue,tissue_ontology_term_id,cell_type,cell_type_ontology_id,sex,development_stage,race,count
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,native cell,CL:0000003,female,seventh decade human stage,European,177
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,fibroblast,CL:0000057,female,seventh decade human stage,European,85
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,endothelial cell,CL:0000115,female,seventh decade human stage,European,93
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,smooth muscle cell,CL:0000192,female,seventh decade human stage,European,88
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,macrophage,CL:0000235,female,seventh decade human stage,European,37
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,B cell,CL:0000236,female,seventh decade human stage,European,25
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,dendritic cell,CL:0000451,female,seventh decade human stage,European,5
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,monocyte,CL:0000576,female,seventh decade human stage,European,4
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,natural killer cell,CL:0000623,female,seventh decade human stage,European,6
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,pericyte,CL:0000669,female,seventh decade human stage,European,662
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,female,seventh decade human stage,European,1
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,mature NK T cell,CL:0000814,female,seventh decade human stage,European,1
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,"activated CD4-positive, alpha-beta T cell",CL:0000896,female,seventh decade human stage,European,4
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,"activated CD8-positive, alpha-beta T cell",CL:0000906,female,seventh decade human stage,European,1
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,female,seventh decade human stage,European,3
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,CD14-positive monocyte,CL:0001054,female,seventh decade human stage,European,11
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,regular ventricular cardiac myocyte,CL:0002131,female,seventh decade human stage,European,143
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,endothelial cell of lymphatic vessel,CL:0002138,female,seventh decade human stage,European,4
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,capillary endothelial cell,CL:0002144,female,seventh decade human stage,European,997
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,neural cell,CL:0002319,female,seventh decade human stage,European,4
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,"CD14-positive, CD16-positive monocyte",CL:0002397,female,seventh decade human stage,European,12
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,vein endothelial cell,CL:0002543,female,seventh decade human stage,European,322
All — Cells of the adult human heart,D11,heart left ventricle,UBERON:0002084,endothelial cell of artery,CL:1000413,female,seventh decade human stage,European,759
