,hubmap_id,uuid,status,ancestors,descendants
0,HBM222.HSVR.282,dfb92b98eb60ad06b962aca3696fe3ba,Unpublished,4da608fc8cf5c2ccadd8aeeca30c5855,
0,HBM222.HSVR.282,dfb92b98eb60ad06b962aca3696fe3ba,Unpublished,825e4d48c77f4b0444f1dcc3834e1a2d,
0,HBM222.HSVR.282,dfb92b98eb60ad06b962aca3696fe3ba,Unpublished,5b24ccb2caa0fadbb19325591b4c2236,
0,HBM222.HSVR.282,dfb92b98eb60ad06b962aca3696fe3ba,Unpublished,29a385d01f8316404952d101bc4f16c5,
1,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,ca0e65f5768377b8503c268dbc1e9569,0d1eb3d774a694b79e844987f771b183
1,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,ca0e65f5768377b8503c268dbc1e9569,107f237dc1c866e9e9b215c7354c8d6a
1,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,3d74b962e316efbfba104370f5c87e2d,0d1eb3d774a694b79e844987f771b183
1,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,3d74b962e316efbfba104370f5c87e2d,107f237dc1c866e9e9b215c7354c8d6a
1,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,1c6a1507a29d98163931503cafea30cd,0d1eb3d774a694b79e844987f771b183
1,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,1c6a1507a29d98163931503cafea30cd,107f237dc1c866e9e9b215c7354c8d6a
1,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,733bdbf081282875f7bd5b64bfaca725,0d1eb3d774a694b79e844987f771b183
1,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,733bdbf081282875f7bd5b64bfaca725,107f237dc1c866e9e9b215c7354c8d6a
1,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,48b15ba8abfaef4e70edfdf173649b6c,0d1eb3d774a694b79e844987f771b183
1,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,48b15ba8abfaef4e70edfdf173649b6c,107f237dc1c866e9e9b215c7354c8d6a
2,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,ca0e65f5768377b8503c268dbc1e9569,0d1eb3d774a694b79e844987f771b183
2,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,ca0e65f5768377b8503c268dbc1e9569,107f237dc1c866e9e9b215c7354c8d6a
2,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,3d74b962e316efbfba104370f5c87e2d,0d1eb3d774a694b79e844987f771b183
2,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,3d74b962e316efbfba104370f5c87e2d,107f237dc1c866e9e9b215c7354c8d6a
2,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,1c6a1507a29d98163931503cafea30cd,0d1eb3d774a694b79e844987f771b183
2,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,1c6a1507a29d98163931503cafea30cd,107f237dc1c866e9e9b215c7354c8d6a
2,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,733bdbf081282875f7bd5b64bfaca725,0d1eb3d774a694b79e844987f771b183
2,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,733bdbf081282875f7bd5b64bfaca725,107f237dc1c866e9e9b215c7354c8d6a
2,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,48b15ba8abfaef4e70edfdf173649b6c,0d1eb3d774a694b79e844987f771b183
2,HBM224.GLDC.549,fd0c0fcde5a331c9dfff52b520c7d792,Published,48b15ba8abfaef4e70edfdf173649b6c,107f237dc1c866e9e9b215c7354c8d6a
3,HBM224.WNNF.837,94628b7cbea631d114dac5f4c4aab901,Unpublished,0976608cee4c76e626a87d7719dd35d2,
3,HBM224.WNNF.837,94628b7cbea631d114dac5f4c4aab901,Unpublished,92292494fe566fcd19a54d27edca52f0,
3,HBM224.WNNF.837,94628b7cbea631d114dac5f4c4aab901,Unpublished,b4d5c999634afcdb45473176dfdf14ab,
3,HBM224.WNNF.837,94628b7cbea631d114dac5f4c4aab901,Unpublished,a9c2ea2bd3106f142edf420dc02cdddd,
4,HBM227.SQCR.264,fc01c66c978c9c2dfdf398d125395d44,Unpublished,5ebf764666cf1c8b0446fda6549fcf86,
4,HBM227.SQCR.264,fc01c66c978c9c2dfdf398d125395d44,Unpublished,d9e64e77d26d9fb8133d7754d1c3f6d0,
4,HBM227.SQCR.264,fc01c66c978c9c2dfdf398d125395d44,Unpublished,5134fbfeb5aa7e3cf376b5147330f971,
4,HBM227.SQCR.264,fc01c66c978c9c2dfdf398d125395d44,Unpublished,e33d1812800f835d8d20d878068013fc,
4,HBM227.SQCR.264,fc01c66c978c9c2dfdf398d125395d44,Unpublished,ff043e8a4b6d7b21620ad9f0978238d0,
5,HBM227.SQCR.264,fc01c66c978c9c2dfdf398d125395d44,Unpublished,5ebf764666cf1c8b0446fda6549fcf86,
5,HBM227.SQCR.264,fc01c66c978c9c2dfdf398d125395d44,Unpublished,d9e64e77d26d9fb8133d7754d1c3f6d0,
5,HBM227.SQCR.264,fc01c66c978c9c2dfdf398d125395d44,Unpublished,5134fbfeb5aa7e3cf376b5147330f971,
5,HBM227.SQCR.264,fc01c66c978c9c2dfdf398d125395d44,Unpublished,e33d1812800f835d8d20d878068013fc,
5,HBM227.SQCR.264,fc01c66c978c9c2dfdf398d125395d44,Unpublished,ff043e8a4b6d7b21620ad9f0978238d0,
6,HBM232.KNBD.954,4c4d0414f303303ca858da5a5d343f6a,Unpublished,318c3fede0120c41983798dbc476a54c,82400009b02f7651f3edf5b292f7cd9a
6,HBM232.KNBD.954,4c4d0414f303303ca858da5a5d343f6a,Unpublished,d1b746040b9016e82acb4a5afe20062d,82400009b02f7651f3edf5b292f7cd9a
6,HBM232.KNBD.954,4c4d0414f303303ca858da5a5d343f6a,Unpublished,d9a76949ff4ec4976aff0da1d3f0a6cd,82400009b02f7651f3edf5b292f7cd9a
6,HBM232.KNBD.954,4c4d0414f303303ca858da5a5d343f6a,Unpublished,6f8e7fe3e16f56459288a5d2c0690539,82400009b02f7651f3edf5b292f7cd9a
6,HBM232.KNBD.954,4c4d0414f303303ca858da5a5d343f6a,Unpublished,b8f375d33daa5228782abd838d851b8d,82400009b02f7651f3edf5b292f7cd9a
7,HBM232.KNBD.954,4c4d0414f303303ca858da5a5d343f6a,Unpublished,318c3fede0120c41983798dbc476a54c,82400009b02f7651f3edf5b292f7cd9a
7,HBM232.KNBD.954,4c4d0414f303303ca858da5a5d343f6a,Unpublished,d1b746040b9016e82acb4a5afe20062d,82400009b02f7651f3edf5b292f7cd9a
7,HBM232.KNBD.954,4c4d0414f303303ca858da5a5d343f6a,Unpublished,d9a76949ff4ec4976aff0da1d3f0a6cd,82400009b02f7651f3edf5b292f7cd9a
7,HBM232.KNBD.954,4c4d0414f303303ca858da5a5d343f6a,Unpublished,6f8e7fe3e16f56459288a5d2c0690539,82400009b02f7651f3edf5b292f7cd9a
7,HBM232.KNBD.954,4c4d0414f303303ca858da5a5d343f6a,Unpublished,b8f375d33daa5228782abd838d851b8d,82400009b02f7651f3edf5b292f7cd9a
8,HBM233.TRXX.696,20a94e74a0bfa73a1cc465aa76e4e201,Unpublished,e50b3d609833a4b489f053f4fc9e56c1,
8,HBM233.TRXX.696,20a94e74a0bfa73a1cc465aa76e4e201,Unpublished,23a7cbea104f32a93d4dccfa23578bef,
8,HBM233.TRXX.696,20a94e74a0bfa73a1cc465aa76e4e201,Unpublished,035fa33b3edffb9fdd4c80fc14757287,
8,HBM233.TRXX.696,20a94e74a0bfa73a1cc465aa76e4e201,Unpublished,950880df681892c864f2d4cad74e2fa4,
9,HBM238.MHWZ.654,42a767c2036382d7f015989cad1ce138,Published,ee5c22a10c313e58fbfbd11aa2892cf6,704d16116f29994ab0e714f4afdb5516
9,HBM238.MHWZ.654,42a767c2036382d7f015989cad1ce138,Published,b2362226c142a855ddaa0fba0db29b95,704d16116f29994ab0e714f4afdb5516
9,HBM238.MHWZ.654,42a767c2036382d7f015989cad1ce138,Published,6e04df59ac8f9cdcc657d1ab08f0d211,704d16116f29994ab0e714f4afdb5516
9,HBM238.MHWZ.654,42a767c2036382d7f015989cad1ce138,Published,b34c049c809533ca3ab0220670cb1632,704d16116f29994ab0e714f4afdb5516
9,HBM238.MHWZ.654,42a767c2036382d7f015989cad1ce138,Published,f8d963cab6bd10e2a4b8184ea8197fc1,704d16116f29994ab0e714f4afdb5516
10,HBM238.MHWZ.654,42a767c2036382d7f015989cad1ce138,Published,ee5c22a10c313e58fbfbd11aa2892cf6,704d16116f29994ab0e714f4afdb5516
10,HBM238.MHWZ.654,42a767c2036382d7f015989cad1ce138,Published,b2362226c142a855ddaa0fba0db29b95,704d16116f29994ab0e714f4afdb5516
10,HBM238.MHWZ.654,42a767c2036382d7f015989cad1ce138,Published,6e04df59ac8f9cdcc657d1ab08f0d211,704d16116f29994ab0e714f4afdb5516
10,HBM238.MHWZ.654,42a767c2036382d7f015989cad1ce138,Published,b34c049c809533ca3ab0220670cb1632,704d16116f29994ab0e714f4afdb5516
10,HBM238.MHWZ.654,42a767c2036382d7f015989cad1ce138,Published,f8d963cab6bd10e2a4b8184ea8197fc1,704d16116f29994ab0e714f4afdb5516
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,57e933e67465113a5bf672759aebe414,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,57e933e67465113a5bf672759aebe414,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,27d32c5c8e5af5bef285fa773beee5b6,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,27d32c5c8e5af5bef285fa773beee5b6,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,2e6057acfa5c03f53b84bf629612014b,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,2e6057acfa5c03f53b84bf629612014b,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,56d58e095b39bace799a08131d331a99,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,56d58e095b39bace799a08131d331a99,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,064e93d3bfcaa165e383fa6509d45aa9,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,064e93d3bfcaa165e383fa6509d45aa9,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,2c8598da921f073a000e57f32cab33d9,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,2c8598da921f073a000e57f32cab33d9,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,1f437e4e6c702338d2c24c22fecf44bb,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,1f437e4e6c702338d2c24c22fecf44bb,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,a3e0fef11f4a91e70fbf2cae1c5ba381,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,a3e0fef11f4a91e70fbf2cae1c5ba381,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,6b2822a9184a390c1904e250791c877c,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,6b2822a9184a390c1904e250791c877c,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,0c9be8d305dce22678faf10af4c3f7ce,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,0c9be8d305dce22678faf10af4c3f7ce,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,60afd743e34becc2882298e592d484a6,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,60afd743e34becc2882298e592d484a6,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,420ad8dc1e6037ad9fc4427e41cce4df,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,420ad8dc1e6037ad9fc4427e41cce4df,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,291e1347b18dfd8dbc96cf1534679e8b,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,291e1347b18dfd8dbc96cf1534679e8b,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,2fa145bfd4e5a1e8f0a19dcd38c52dd9,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,2fa145bfd4e5a1e8f0a19dcd38c52dd9,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,dd7ca41308416be4e0f4902179099ec7,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,dd7ca41308416be4e0f4902179099ec7,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,eacaf80f58b1bc74c91eaa4ae9a3a96e,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,eacaf80f58b1bc74c91eaa4ae9a3a96e,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,8d36a4f6bfd6f5e1894ed78e2f90ca12,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,8d36a4f6bfd6f5e1894ed78e2f90ca12,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,12648709fc559bd760329fe758478b99,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,12648709fc559bd760329fe758478b99,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,5723e8af949bb49f3cf464d5937a7d38,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,5723e8af949bb49f3cf464d5937a7d38,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,7f087ad4dce9225ce4a6b745e2784db9,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,7f087ad4dce9225ce4a6b745e2784db9,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,00dfe667dace1ca403c6345ee375d80d,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,00dfe667dace1ca403c6345ee375d80d,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,fa5c5e26ad81f50f498a8cc9da37839a,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,fa5c5e26ad81f50f498a8cc9da37839a,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,4d8500a4db5ea22848dadca300701623,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,4d8500a4db5ea22848dadca300701623,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,dadb55edc131d6a3352a857310261244,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,dadb55edc131d6a3352a857310261244,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,156ae79b7ab23cb245d7db37460ab6f6,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,156ae79b7ab23cb245d7db37460ab6f6,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,b7d9209780a29dbe572ce2fda7fd6842,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,b7d9209780a29dbe572ce2fda7fd6842,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,26edccb4d2bf8110a2d88f0758af228d,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,26edccb4d2bf8110a2d88f0758af228d,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,72309098218192d2cc1827af55e7e7b9,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,72309098218192d2cc1827af55e7e7b9,9f22c3fa71d1f754f8d0f3af23f298c3
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,eaff2ce5b14006adede055e815216758,8e4eab7feebb6c0478237a1b071b34bf
11,HBM238.ZKPC.934,ce30489adeb0c18b028055b8b60707ca,Published,eaff2ce5b14006adede055e815216758,9f22c3fa71d1f754f8d0f3af23f298c3
12,HBM239.XXRN.647,397b6f876ec7976923650135481d08e5,Published,ee5c22a10c313e58fbfbd11aa2892cf6,dd3e6da115fd13eee62d9a4fba2324ae
12,HBM239.XXRN.647,397b6f876ec7976923650135481d08e5,Published,b2362226c142a855ddaa0fba0db29b95,dd3e6da115fd13eee62d9a4fba2324ae
12,HBM239.XXRN.647,397b6f876ec7976923650135481d08e5,Published,6e04df59ac8f9cdcc657d1ab08f0d211,dd3e6da115fd13eee62d9a4fba2324ae
12,HBM239.XXRN.647,397b6f876ec7976923650135481d08e5,Published,b34c049c809533ca3ab0220670cb1632,dd3e6da115fd13eee62d9a4fba2324ae
12,HBM239.XXRN.647,397b6f876ec7976923650135481d08e5,Published,f8d963cab6bd10e2a4b8184ea8197fc1,dd3e6da115fd13eee62d9a4fba2324ae
13,HBM239.XXRN.647,397b6f876ec7976923650135481d08e5,Published,ee5c22a10c313e58fbfbd11aa2892cf6,dd3e6da115fd13eee62d9a4fba2324ae
13,HBM239.XXRN.647,397b6f876ec7976923650135481d08e5,Published,b2362226c142a855ddaa0fba0db29b95,dd3e6da115fd13eee62d9a4fba2324ae
13,HBM239.XXRN.647,397b6f876ec7976923650135481d08e5,Published,6e04df59ac8f9cdcc657d1ab08f0d211,dd3e6da115fd13eee62d9a4fba2324ae
13,HBM239.XXRN.647,397b6f876ec7976923650135481d08e5,Published,b34c049c809533ca3ab0220670cb1632,dd3e6da115fd13eee62d9a4fba2324ae
13,HBM239.XXRN.647,397b6f876ec7976923650135481d08e5,Published,f8d963cab6bd10e2a4b8184ea8197fc1,dd3e6da115fd13eee62d9a4fba2324ae
14,HBM245.VSKK.846,e30d1d413f45c48edbfdf0ecf9d58dcc,Published,645e589f7e2b9cfa1a0eae69eb698285,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4
14,HBM245.VSKK.846,e30d1d413f45c48edbfdf0ecf9d58dcc,Published,e76e073b21e99c230e0ee376722c041d,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4
14,HBM245.VSKK.846,e30d1d413f45c48edbfdf0ecf9d58dcc,Published,5a4beb39928c5dfac94da15804b98659,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4
14,HBM245.VSKK.846,e30d1d413f45c48edbfdf0ecf9d58dcc,Published,ac0d2ccbe23e7fff529792d838fdc25b,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4
14,HBM245.VSKK.846,e30d1d413f45c48edbfdf0ecf9d58dcc,Published,3439871e0617807d2711465a249af9a5,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4
15,HBM245.VSKK.846,e30d1d413f45c48edbfdf0ecf9d58dcc,Published,645e589f7e2b9cfa1a0eae69eb698285,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4
15,HBM245.VSKK.846,e30d1d413f45c48edbfdf0ecf9d58dcc,Published,e76e073b21e99c230e0ee376722c041d,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4
15,HBM245.VSKK.846,e30d1d413f45c48edbfdf0ecf9d58dcc,Published,5a4beb39928c5dfac94da15804b98659,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4
15,HBM245.VSKK.846,e30d1d413f45c48edbfdf0ecf9d58dcc,Published,ac0d2ccbe23e7fff529792d838fdc25b,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4
15,HBM245.VSKK.846,e30d1d413f45c48edbfdf0ecf9d58dcc,Published,3439871e0617807d2711465a249af9a5,7479e6dbfa3b3a8e1e2d4f78cbe0f9e4
16,HBM246.DMSS.835,05197e30394fd88affff0a9c214c8c4c,Published,93ae03ede0ff261a8cb1f27345fabd3c,4b16c24a3997ea8754921b0f1d60bc4d
16,HBM246.DMSS.835,05197e30394fd88affff0a9c214c8c4c,Published,173fbebb10c3af766e26b1d6c9c8d563,4b16c24a3997ea8754921b0f1d60bc4d
16,HBM246.DMSS.835,05197e30394fd88affff0a9c214c8c4c,Published,0e1c2d399477b244ac006eb58918ec0c,4b16c24a3997ea8754921b0f1d60bc4d
16,HBM246.DMSS.835,05197e30394fd88affff0a9c214c8c4c,Published,4397fcd072ac96299992b47da1dbae64,4b16c24a3997ea8754921b0f1d60bc4d
17,HBM252.BMWF.224,d34706323794467348995af37072b5ee,Published,9952c7284ac5b7fd14f4ceaf6bb1f990,ac1d4544ab4886b851f74b2c21952378
17,HBM252.BMWF.224,d34706323794467348995af37072b5ee,Published,2256c64aacd92af7028ffb33e478cf46,ac1d4544ab4886b851f74b2c21952378
17,HBM252.BMWF.224,d34706323794467348995af37072b5ee,Published,dc0c163b0ea48897e00b2f31c0b6ac59,ac1d4544ab4886b851f74b2c21952378
17,HBM252.BMWF.224,d34706323794467348995af37072b5ee,Published,890512a3a5ad229919d0810ba111551b,ac1d4544ab4886b851f74b2c21952378
17,HBM252.BMWF.224,d34706323794467348995af37072b5ee,Published,0739c6eb8d0d51bfd244e3d5afb00aab,ac1d4544ab4886b851f74b2c21952378
18,HBM252.BMWF.224,d34706323794467348995af37072b5ee,Published,9952c7284ac5b7fd14f4ceaf6bb1f990,ac1d4544ab4886b851f74b2c21952378
18,HBM252.BMWF.224,d34706323794467348995af37072b5ee,Published,2256c64aacd92af7028ffb33e478cf46,ac1d4544ab4886b851f74b2c21952378
18,HBM252.BMWF.224,d34706323794467348995af37072b5ee,Published,dc0c163b0ea48897e00b2f31c0b6ac59,ac1d4544ab4886b851f74b2c21952378
18,HBM252.BMWF.224,d34706323794467348995af37072b5ee,Published,890512a3a5ad229919d0810ba111551b,ac1d4544ab4886b851f74b2c21952378
18,HBM252.BMWF.224,d34706323794467348995af37072b5ee,Published,0739c6eb8d0d51bfd244e3d5afb00aab,ac1d4544ab4886b851f74b2c21952378
19,HBM254.NMJR.348,f0909945624cddff93222b5e4a7ccf9e,Unpublished,299f240581bcac949d578a77907bf4db,
19,HBM254.NMJR.348,f0909945624cddff93222b5e4a7ccf9e,Unpublished,2f8bb4ef2d9b8d23eebc24d1d5db36cd,
19,HBM254.NMJR.348,f0909945624cddff93222b5e4a7ccf9e,Unpublished,f2ccc413b4b26ab4e399875418418ad0,
19,HBM254.NMJR.348,f0909945624cddff93222b5e4a7ccf9e,Unpublished,d9cf9a42d61f67ce917d27b5c7df0826,
19,HBM254.NMJR.348,f0909945624cddff93222b5e4a7ccf9e,Unpublished,e3d3717ad581030c03bed6641d76e088,
20,HBM254.NMJR.348,f0909945624cddff93222b5e4a7ccf9e,Unpublished,299f240581bcac949d578a77907bf4db,
20,HBM254.NMJR.348,f0909945624cddff93222b5e4a7ccf9e,Unpublished,2f8bb4ef2d9b8d23eebc24d1d5db36cd,
20,HBM254.NMJR.348,f0909945624cddff93222b5e4a7ccf9e,Unpublished,f2ccc413b4b26ab4e399875418418ad0,
20,HBM254.NMJR.348,f0909945624cddff93222b5e4a7ccf9e,Unpublished,d9cf9a42d61f67ce917d27b5c7df0826,
20,HBM254.NMJR.348,f0909945624cddff93222b5e4a7ccf9e,Unpublished,e3d3717ad581030c03bed6641d76e088,
21,HBM255.HLNC.938,154ec6344a58e4acb15ad01977b84baf,Published,9b742d4829e0a39e5cb3215371702cb6,eb961e5dc50239d35f5398903c64e2b9
21,HBM255.HLNC.938,154ec6344a58e4acb15ad01977b84baf,Published,f202f2c7fbe92f78292acef7fafbdc7c,eb961e5dc50239d35f5398903c64e2b9
21,HBM255.HLNC.938,154ec6344a58e4acb15ad01977b84baf,Published,36883707f0b413e77c481a10798ba052,eb961e5dc50239d35f5398903c64e2b9
21,HBM255.HLNC.938,154ec6344a58e4acb15ad01977b84baf,Published,890512a3a5ad229919d0810ba111551b,eb961e5dc50239d35f5398903c64e2b9
21,HBM255.HLNC.938,154ec6344a58e4acb15ad01977b84baf,Published,0739c6eb8d0d51bfd244e3d5afb00aab,eb961e5dc50239d35f5398903c64e2b9
22,HBM255.HLNC.938,154ec6344a58e4acb15ad01977b84baf,Published,9b742d4829e0a39e5cb3215371702cb6,eb961e5dc50239d35f5398903c64e2b9
22,HBM255.HLNC.938,154ec6344a58e4acb15ad01977b84baf,Published,f202f2c7fbe92f78292acef7fafbdc7c,eb961e5dc50239d35f5398903c64e2b9
22,HBM255.HLNC.938,154ec6344a58e4acb15ad01977b84baf,Published,36883707f0b413e77c481a10798ba052,eb961e5dc50239d35f5398903c64e2b9
22,HBM255.HLNC.938,154ec6344a58e4acb15ad01977b84baf,Published,890512a3a5ad229919d0810ba111551b,eb961e5dc50239d35f5398903c64e2b9
